orgId	fit.genomics Name	Scientific  Name as shown in KBase	RefSeq/Genome ID	Media w/o Carbon and Nitrogrn source	Kbase Template Media	Carbon and Nitrogen Cpds IDs	Name/Media ID	Group	Condition	Description
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd01030	set1IT033	carbon source	D-Salicin	D-Salicin (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00588	set1IT021	carbon source	D-Sorbitol	D-Sorbitol (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	0	set1IT036	carbon source	D-Tagatose	D-Tagatose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00794	set1IT023	carbon source	D-Trehalose dihydrate	D-Trehalose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00154	set1IT007	carbon source	D-Xylose	D-Xylose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00100	set1IT020	carbon source	Glycerol	Glycerol (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00224	set1IT004	carbon source	L-Arabinose	L-Arabinose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00751	set1IT012	carbon source	L-Fucose	L-Fucose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00053	set1IT026	carbon source	L-Glutamine	L-Glutamine (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00119	set1IT024	carbon source	L-Histidine	L-Histidine (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00107	set1IT028	carbon source	L-Leucine	L-Leucine (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00039	set1IT025	carbon source	L-Lysine	L-Lysine (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00130	set1IT022	carbon source	L-Malic acid disodium salt monohydrate	L-Malic (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00129	set1IT027	carbon source	L-Proline	L-Proline (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00396	set1IT010	carbon source	L-Rhamnose monohydrate	L-Rhamnose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00121	set1IT019	carbon source	m-Inositol	m-Inositol (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00122	set1IT030	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00221;cpd00159	set1IT015	carbon source	Sodium D,L-Lactate	D,L-Lactate (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00159	set1IT014	carbon source	Sodium L-Lactate	L-Lactate (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00020	set1IT016	carbon source	Sodium pyruvate	pyruvate (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00036	set1IT017	carbon source	Sodium succinate dibasic hexahydrate	succinate (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set1IT003	carbon source	Sucrose	Sucrose (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00249	set1IT032	carbon source	Uridine	Uridine (C)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00307	set3IT029	nitrogen source	Cytosine	Cytosine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd27103	set3IT025	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	0	set3IT022	nitrogen source	Gelatin	Gelatin (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd11589	set3IT019	nitrogen source	Gly-DL-Asp	Gly-DL-Asp (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00051	set3IT001	nitrogen source	L-Arginine	L-Arginine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00132	set3IT007	nitrogen source	L-Asparagine	L-Asparagine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00053	set3IT008	nitrogen source	L-Glutamine	L-Glutamine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00119	set3IT002	nitrogen source	L-Histidine	L-Histidine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00107	set3IT014	nitrogen source	L-Leucine	L-Leucine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00054	set3IT005	nitrogen source	L-Serine	L-Serine (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00122	set3IT024	nitrogen source	N-Acetyl-D-Glucosamine	NAG (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00209	set3IT032	nitrogen source	Sodium nitrate	nitrate (N)
Smeli	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021	GCF_000006965.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00249	set3IT027	nitrogen source	Uridine	Uridine (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	0	set3IT066	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	0	set3IT079	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set3IT071	carbon source	casamino acids	casaminos (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069	set3IT084	carbon source	casamino acids	casaminos (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00158	set3IT067	carbon source	D-Cellobiose	D-Cellobiose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00158	set3IT080	carbon source	D-Cellobiose	D-Cellobiose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00082	set3IT074	carbon source	D-Fructose	D-Fructose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00027	set3IT061	carbon source	D-Glucose	D-Glucose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00027	set3IT073	carbon source	D-Glucose	D-Glucose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00179	set3IT063	carbon source	D-Maltose monohydrate	D-Maltose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00179	set3IT076	carbon source	D-Maltose monohydrate	D-Maltose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00314	set3IT068	carbon source	D-Mannitol	D-Mannitol (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00314	set3IT081	carbon source	D-Mannitol	D-Mannitol (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00382	set3IT065	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00382	set3IT078	carbon source	D-Raffinose pentahydrate	D-Raffinose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00154	set3IT064	carbon source	D-Xylose	D-Xylose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00154	set3IT077	carbon source	D-Xylose	D-Xylose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00023	set3IT069	carbon source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00023	set3IT082	carbon source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00053	set3IT070	carbon source	L-Glutamine	L-Glutamine (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00053	set3IT083	carbon source	L-Glutamine	L-Glutamine (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00122	set3IT072	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00122	set3IT085	carbon source	N-Acetyl-D-Glucosamine	NAG (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set3IT062	carbon source	Sucrose	Sucrose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_noCarbon	RCH2_defined_noCarbon	cpd00076	set3IT075	carbon source	Sucrose	Sucrose (C)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00035	set5IT067	nitrogen source	L-Alanine	L-Alanine (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00023	set5IT063	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00023	set5IT069	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00053	set5IT065	nitrogen source	L-Glutamine	L-Glutamine (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00053	set5IT071	nitrogen source	L-Glutamine	L-Glutamine (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00119	set5IT062	nitrogen source	L-Histidine	L-Histidine (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00129	set5IT066	nitrogen source	L-Proline	L-Proline (N)
Korea	Sphingomonas koreensis DSMZ 15582	Sphingomonas koreensis NBRC 16723	GCF_001598395.1	RCH2_defined_Glucose_noNitrogen	RCH2_defined_Glucose_noNitrogen	cpd00129	set5IT072	nitrogen source	L-Proline	L-Proline (N)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT007	carbon source	(+)-Arabinogalactan	(+)-Arabinogalactan (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT023	carbon source	(+)-Arabinogalactan	(+)-Arabinogalactan (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT059	carbon source	1,4-B-D-Galactobiose	1,4-B-D-Galactobiose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT074	carbon source	1,4-B-D-Galactobiose	1,4-B-D-Galactobiose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT054	carbon source	6-O-Acetyl-D-glucose	6-O-Acetyl-D-glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT069	carbon source	6-O-Acetyl-D-glucose	6-O-Acetyl-D-glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set1IT087	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set2IT015	carbon source	a-Cyclodextrin	a-Cyclodextrin (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT039	carbon source	amylopectin from maize	amylopectin from maize
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT049	carbon source	amylopectin from maize	amylopectin from maize
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set4IT042	carbon source	amylopectin from maize	amylopectin from maize (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set4IT043	carbon source	amylopectin from maize	amylopectin from maize (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT047	carbon source	Amylose from potato	Amylose from potato
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT057	carbon source	Amylose from potato	Amylose from potato
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd01354	set1IT078	carbon source	Beta-Lactose	Beta-Lactose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd01354	set2IT007	carbon source	Beta-Lactose	Beta-Lactose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT008	carbon source	Chondroitin sulfate A sodium salt from bovine trachea	Chondroitin sulfate A from bovine trachea (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set3IT024	carbon source	Chondroitin sulfate A sodium salt from bovine trachea	Chondroitin sulfate A from bovine trachea (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00185	set1IT074	carbon source	D-Arabinose	D-Arabinose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00185	set2IT004	carbon source	D-Arabinose	D-Arabinose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00082	set1IT079	carbon source	D-Fructose	D-Fructose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00082	set2IT008	carbon source	D-Fructose	D-Fructose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00108	set1IT092	carbon source	D-Galactose	D-Galactose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00108	set2IT019	carbon source	D-Galactose	D-Galactose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00280	set1IT088	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00280	set1IT096	carbon source	D-Galacturonic Acid monohydrate	D-Galacturonic Acid (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd27103	set1IT095	carbon source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set1IT071	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set1IT072	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set1IT073	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set1IT083	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set4IT047	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set4IT048	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set4IT049	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027	set4IT050	carbon source	D-Glucose	D-Glucose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027;cpd00051	set4IT053	carbon source	D-Glucose	D-Glucose (C) with L-Arginine
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027;cpd00161	set4IT055	carbon source	D-Glucose	D-Glucose (C) with L-Threonine
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027;cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069;cpd00065	set4IT056	carbon source	D-Glucose	D-Glucose (C) with 20 amino mix
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00027;cpd00051;cpd00119;cpd00322;cpd00107;cpd00039;cpd00060;cpd00066;cpd00161;cpd00156;cpd00035;cpd00132;cpd00041;cpd00084;cpd00053;cpd00023;cpd00033;cpd00129;cpd00054;cpd00069;cpd00065	set4IT057	carbon source	D-Glucose	D-Glucose (C) with 20 amino mix
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT062	carbon source	D-Leucrose	D-Leucrose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		0	set11IT077	carbon source	D-Leucrose	D-Leucrose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00179	set1IT080	carbon source	D-Maltose monohydrate	D-Maltose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00179	set2IT009	carbon source	D-Maltose monohydrate	D-Maltose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00314	set1IT082	carbon source	D-Mannitol	D-Mannitol (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00314	set2IT011	carbon source	D-Mannitol	D-Mannitol (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00138	set1IT084	carbon source	D-Mannose	D-Mannose (C)
Btheta	Bacteroides thetaiotaomicron VPI-5482	Bacteroides thetaiotaomicron VPI-5482	GCF_000011065.1	Varel_Bryant_medium		cpd00138	set2IT012	carbon source	D-Mannose	D-Mannose (C)
